,fpc,0.x,0.y,1.x,1.y,2.x,2.y,3.x,3.y,4.x,4.y,5.x,5.y,6.x,6.y,7.x,7.y,8.x,8.y,9.x,9.y,10.x,10.y,11.x,11.y,12.x,12.y,13.x,13.y,14.x,14.y
153,760,368,213,352,245,320,240,288,288,264,320,392,245,424,213,392,181,352,341,336,341,432,117,424,128,376,341,440,373,368,373
154,765,368,213,352,245,320,240,288,288,264,320,384,245,424,208,392,181,352,341,336,341,432,117,352,368,376,341,440,373,368,373
155,770,368,213,352,245,320,245,296,293,272,320,384,245,424,208,392,181,352,341,336,341,280,368,368,378,376,341,440,373,368,368
156,775,368,213,352,245,320,245,296,293,272,320,384,245,424,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
157,780,368,213,352,245,320,245,304,293,280,325,384,245,424,208,392,181,352,341,336,341,424,117,352,368,376,341,432,373,368,378
158,785,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,181,360,341,336,341,-1,-1,352,368,376,341,432,373,368,378
159,790,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,176,352,336,344,336,456,128,344,368,368,341,280,368,368,378
160,795,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,176,360,341,336,341,456,128,352,368,376,346,432,373,368,373
161,800,368,213,352,245,320,245,304,298,280,330,384,245,424,208,384,176,360,341,336,341,280,368,368,378,376,341,432,373,360,368
162,805,368,213,352,245,320,245,304,304,280,346,384,245,424,202,384,176,360,341,336,341,280,368,368,378,376,341,432,373,360,368
163,810,368,213,352,245,320,245,304,304,280,352,384,245,424,202,384,176,360,346,336,346,280,373,376,384,376,341,432,373,360,368
164,815,368,208,352,245,320,245,296,304,272,352,384,245,424,202,384,176,360,341,336,341,280,368,368,378,376,341,432,373,360,368
165,820,368,213,352,245,320,245,304,298,272,346,384,245,424,208,384,176,360,341,336,341,280,373,368,378,376,341,432,373,360,368
166,825,376,213,360,240,328,240,304,293,272,341,392,240,424,208,384,176,360,341,336,341,280,373,368,378,376,341,432,373,360,368
167,830,376,213,360,240,328,234,304,288,272,341,392,240,424,208,392,176,360,341,336,341,280,373,368,378,376,341,432,373,360,368
168,835,376,213,360,234,328,229,296,282,264,325,392,240,424,202,392,176,352,341,336,341,280,373,368,378,376,341,432,373,360,368
169,840,376,208,360,234,328,229,296,277,256,314,392,240,424,202,392,176,352,341,336,341,280,368,368,378,376,341,432,373,368,368
170,845,376,208,360,234,328,229,288,272,256,304,392,240,424,202,392,176,352,341,336,336,280,368,344,368,376,341,432,373,368,378
171,850,376,208,360,234,328,229,288,272,256,304,392,240,424,202,392,176,352,341,336,341,280,368,368,378,376,341,432,373,368,368
172,855,376,208,360,234,328,229,296,272,264,298,392,240,424,202,392,176,352,341,336,341,280,368,368,378,376,341,432,373,360,368
173,860,376,208,360,234,328,229,296,272,264,304,392,240,432,208,392,176,352,341,336,341,280,368,368,378,376,341,432,373,368,368
174,865,376,208,360,234,328,229,296,272,264,304,392,240,432,208,392,176,352,341,336,341,280,368,368,378,376,341,432,373,360,368
175,870,376,208,360,240,328,234,288,277,264,304,392,240,432,208,392,181,352,341,336,341,280,368,368,378,376,341,440,373,360,368
176,875,376,213,360,240,320,234,288,277,264,304,392,240,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
177,880,376,213,352,240,320,240,288,282,264,309,392,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
178,885,376,213,352,240,320,240,296,288,272,314,392,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
179,890,376,213,352,240,320,240,296,288,272,314,392,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
180,895,376,213,352,245,320,240,296,288,272,320,392,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
181,900,376,213,352,245,320,245,296,288,272,325,392,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
182,905,376,213,352,245,320,245,296,293,272,325,392,245,432,213,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
183,910,368,213,352,245,320,245,296,293,280,320,392,245,432,213,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
184,915,368,213,352,245,320,245,296,293,280,325,384,245,432,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
185,920,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
186,925,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,181,352,341,336,341,144,133,344,368,376,346,440,373,368,368
